Company,IsUS,Location HQ,Industry,Number Laid Off,Date of Layoff,Source,Dollars Raised (mil),Stage,Country,Percentage,List of Employees Laid Off,Ticker,Exchange,Stock Delisted
Wayflyer,FALSE,Dublin,Marketing,200,11/16/2022,https://sifted.eu/articles/wayflyer-layoffs-global-2022/,889,Unknown,Ireland,0.4,,,,
Similarweb,TRUE,New York City,Other,120,11/16/2022,https://en.globes.co.il/en/article-similarweb-cuts-10-of-workforce-1001430060,235,Post-IPO,United States,0.1,,SMWB,NYSE,FALSE
Salsify,TRUE,Boston,Retail,90,11/16/2022,https://www.bizjournals.com/boston/inno/stories/news/2022/11/16/salsify-layoffs-2022.html,452,Series F,United States,0.11,,,,
Lokalise,TRUE,Dover,Other,76,11/16/2022,https://lokalise.com/blog/changes-at-lokalise/,56,Series B,United States,0.23,,,,
Yotpo,TRUE,New York City,Marketing,70,11/16/2022,https://www.calcalistech.com/ctechnews/article/hy00chefus,436,Unknown,United States,0.09,,,,
Pear Therapeutics,TRUE,Boston,Healthcare,59,11/16/2022,https://www.fiercebiotech.com/medtech/pear-therapeutics-trims-workforce-another-22,409,Post-IPO,United States,0.22,,PEARQ,OTCMKTS,FALSE
D2L,FALSE,Waterloo,Education,,11/16/2022,https://www.d2l.com/newsroom/a-note-from-d2l-leadership/,168,Post-IPO,Canada,0.05,,DTOL.TO,TSX,FALSE
Dance,FALSE,Berlin,Transportation,,11/16/2022,https://www.linkedin.com/feed/update/activity:6998722842930356225/,63,Unknown,Germany,0.16,,,,
Homeward,TRUE,Austin,Real Estate,,11/16/2022,https://www.linkedin.com/feed/update/urn:li:activity:6998764085748101121/,501,Unknown,United States,0.25,,,,
Hopin,FALSE,London,Other,,11/16/2022,https://www.exhibitionworld.co.uk/hopin-announces-new-layoffs-and-a-transformation-with-new-product-launches,1000,Series D,United Kingdom,0.17,,,,
Infogrid,FALSE,London,Other,,11/16/2022,https://www.infogrid.io/blog/a-letter-from-infogrids-ceo-will,15,Series A,United Kingdom,,,,,
Kite,TRUE,SF Bay Area,Product,,11/16/2022,https://www.kite.com/blog/product/kite-is-saying-farewell/,21,Series A,United States,1,,,,
UiPath,TRUE,New York City,Data,241,11/15/2022,https://www.marketwatch.com/story/uipath-stock-rockets-after-company-announces-further-layoffs-suggests-revenue-could-beat-2022-11-15,2000,Post-IPO,United States,0.06,,PATH,NYSE,FALSE
Asana,TRUE,SF Bay Area,Other,180,11/15/2022,https://www.linkedin.com/posts/anneraimondi_earlier-today-we-shared-the-incredibly-difficult-activity-6998297745270718465-a_MV/,453,Post-IPO,United States,0.09,,ASAN,NYSE,FALSE
OwnBackup,TRUE,New York City,Security,170,11/15/2022,https://www.calcalistech.com/ctechnews/article/h12tcmbuj,507,Series E,United States,0.17,,,,
Deliveroo,FALSE,Melbourne,Food,120,11/15/2022,https://www.abc.net.au/news/2022-11-16/deliveroo-enters-voluntary-administration/101661932,1700,Post-IPO,Australia,1,,ROO.L,LSE,FALSE
Productboard,TRUE,SF Bay Area,Product,100,11/15/2022,https://cc.cz/cesky-startup-productboard-propousti-100-lidi-je-to-nejtezsi-rozhodnuti-kariery-rika-hubert-palan/,,Series D,United States,0.2,,,,
Properly,FALSE,Toronto,Real Estate,71,11/15/2022,https://inside.properly.ca/important-changes-to-the-properly-team-3c2d04191dd6,154,Series B,Canada,,,,,
Protocol,TRUE,SF Bay Area,Media,60,11/15/2022,https://www.cnn.com/2022/11/15/media/protocol/index.html,,Acquired,United States,1,,,,
Jimdo,FALSE,Hamburg,Other,50,11/15/2022,https://www.businessinsider.de/gruenderszene/business/entlassungswelle-jimdo-november/,28,Unknown,Germany,0.16,,,,
The Zebra,TRUE,Austin,Finance,50,11/15/2022,https://coverager.com/the-zebra-goes-through-another-round-of-layoffs/,256,Series D,United States,,,,,
Viber,FALSE,Luxembourg,Consumer,45,11/15/2022,https://www.calcalistech.com/ctechnews/article/hyy6fhwlo,,Acquired,Luxembourg,0.08,,,,
CaptivateIQ,TRUE,SF Bay Area,Sales,31,11/15/2022,Internal memo,164,Series C,United States,0.1,,,,
Apollo Insurance,FALSE,Vancouver,Finance,,11/15/2022,https://www.insurancebusinessmag.com/ca/news/breaking-news/apollo-insurance-makes-layoffs-427596.aspx,11,Series B,Canada,0.25,,,,
Nirvana Money,TRUE,Miami,Finance,,11/15/2022,https://twitter.com/_Liso_/status/1592561040898019328,,Unknown,United States,1,,,,
Oatly,FALSE,Malmö,Food,,11/15/2022,https://www.cnn.com/2022/11/15/business-food/oatly-q3-2022-results/index.html,441,Post-IPO,Sweden,,,OTLY,NASDAQ,FALSE
OfferUp,TRUE,Seattle,Retail,,11/15/2022,https://www.geekwire.com/2022/more-tech-layoffs-hit-seattle-region-as-mobile-marketplace-offerup-cuts-19-of-workforce/,381,Unknown,United States,0.19,,,,
Outside,TRUE,Boulder,Media,,11/15/2022,https://www.crunchbase.com/organization/pocket-outdoor-media,174,Series B,United States,0.12,,,,
Rubicon Technologies,TRUE,Lexington,Other,,11/15/2022,https://www.sec.gov/Archives/edgar/data/1862068/000182912622019365/rubicontech_8k.htm,382,Post-IPO,United States,0.11,,RBT,NYSE,FALSE
Tencent,FALSE,Shenzen,Consumer,,11/15/2022,https://www.reuters.com/technology/chinas-tencent-starts-new-round-layoffs-sources-2022-11-15/,12600,Post-IPO,China,,,0700.HK,HK,FALSE
Typeform,FALSE,Barcelona,Marketing,,11/15/2022,Internal memo,187,Series C,Spain,,,,,
Whispir,FALSE,Melbourne,Other,,11/15/2022,https://www.afr.com/technology/whispir-cuts-30pc-of-staff-shares-surge-40pc-20221115-p5byfw,68,Post-IPO,Australia,0.3,,WSP.AX,ASX,TRUE
Illumina,TRUE,San Diego,Healthcare,500,11/14/2022,https://www.genomeweb.com/business-news/illumina-lays-approximately-500-employees-response-economic-climate#.Y4FAPOzMJjM,28,Post-IPO,United States,0.05,,ILMN,NASDAQ,FALSE
GeneDx,TRUE,Stamford,Healthcare,500,11/14/2022,https://www.marketwatch.com/story/sema4-to-cut-500-jobs-in-exit-from-reproductive-women-s-health-testing-smfr-271668433348?mod=markets,791,Post-IPO,United States,,,WGS,NASDAQ,FALSE
iFit,TRUE,Logan,Fitness,300,11/14/2022,https://www.sltrib.com/news/2022/11/14/hundreds-utah-jobs-cut-logans/,200,Private Equity,United States,0.2,,,,
Ribbon,TRUE,New York City,Real Estate,170,11/14/2022,https://www.businessinsider.com/ribbon-more-layoffs-proptech-startup-economic-uncertainty-2022-11,405,Series C,United States,0.85,,,,
Pipedrive,FALSE,Tallinn,Sales,143,11/14/2022,https://digipro.geenius.ee/rubriik/uudis/tehnoloogiasektori-koondamislaine-joudis-ka-eestisse-pipedrive-laseb-lahti-143-tootajat/,90,Private Equity,Estonia,0.15,,,,
Intercom,TRUE,SF Bay Area,Support,124,11/14/2022,https://www.siliconrepublic.com/business/intercom-job-cuts-ireland-global,240,Series D,United States,0.13,,,,
Science 37,TRUE,Los Angeles,Healthcare,90,11/14/2022,https://www.bizjournals.com/triangle/news/2022/11/14/science-37-layoffs-biotech-clinical-headwinds.html,347,Post-IPO,United States,,,SNCE,NASDAQ,TRUE
Pear Therapeutics,TRUE,Boston,Healthcare,59,11/14/2022,https://peartherapeutics.com/pear-therapeutics-reports-third-quarter-2022-results/,409,Post-IPO,United States,0.22,,PEARQ,OTCMKTS,FALSE
Cardlytics,TRUE,Atlanta,Marketing,51,11/14/2022,https://www.marketscreener.com/quote/stock/CARDLYTICS-INC-40680969/news/Cardlytics-to-Terminate-51-Employees-Appoints-John-Balen-Chairman-Shares-up-After-Hours-42312731/,212,Post-IPO,United States,,,CDLX,NASDAQ,FALSE
Cloudinary,TRUE,SF Bay Area,Media,40,11/14/2022,"https://www.calcalistech.com/ctechnews/article/h1sioa1li#:~:text=Israeli%20unicorn%20Cloudinary%2C%20which%20has,total%20of%20around%2040%20employees.",100,Unknown,United States,0.08,,,,
Nestcoin,FALSE,Lagos,Crypto,30,11/14/2022,https://techcrunch.com/2022/11/14/african-web3-startup-nestcoin-declares-it-held-its-assests-in-ftx-lays-off-employees/,6,Seed,Nigeria,,,,,
Gokada,FALSE,Lagos,Transportation,20,11/14/2022,https://techcabal.com/2023/02/02/gokada-layoffs-affects-54/,12,Unknown,Nigeria,,,,,
Shopee,FALSE,Jakarta,Food,,11/14/2022,https://www.straitstimes.com/business/sea-e-commerce-arm-shopee-cuts-jobs-in-third-round-of-layoffs-this-year-including-in-s-pore,,Unknown,Indonesia,,,,,
Tricida,TRUE,SF Bay Area,Healthcare,,11/14/2022,https://seekingalpha.com/pr/19020683-tricida-announces-third-quarter-2022-financial-results,624,Post-IPO,United States,0.57,,TCDA,NASDAQ,TRUE
Veev,TRUE,SF Bay Area,Real Estate,100,11/11/2022,https://www.calcalistech.com/ctechnews/article/hjkataiss,597,Series D,United States,0.3,,,,
Forto,FALSE,Berlin,Logistics,60,11/11/2022,https://www.deutsche-startups.de/2022/11/11/forto-delivery-hero-stuffle-burnout-hr-startups/,593,Series D,United States,0.08,,,,
Chipax,FALSE,Santiago,Finance,,11/11/2022,https://www.linkedin.com/posts/chipax_talento-disponible-chipax-activity-7003341302985551872-45cE/,2,Seed,Chile,,,,,
Juniper,TRUE,Atlanta,Marketing,,11/11/2022,https://www.linkedin.com/posts/bill-furlong-0895451_juniper-announced-layoffs-today-impacting-activity-6997051846091554816-XniX/,,Acquired,United States,,,,,
Offerpad,TRUE,Phoenix,Real Estate,,11/11/2022,https://www.bizjournals.com/phoenix/news/2022/11/11/offerpad-zillow-opendoor-redfin-arizona-layoffs.html,355,Post-IPO,United States,0.07,,OPAD,NYSE,FALSE
GoTo Group,FALSE,Jakarta,Transportation,1300,11/10/2022,https://www.reuters.com/technology/indonesias-goto-cuts-1300-workers-or-12-total-employees-2022-11-18/,1300,Post-IPO,Indonesia,0.12,,GOTO.JK,IDX,FALSE
Juul,TRUE,SF Bay Area,Consumer,400,11/10/2022,https://www.cnbc.com/2022/11/10/juul-strikes-financing-deal-plans-to-cut-jobs-to-dodge-bankruptcy.html,1500,Unknown,United States,0.3,,,,
Blend,TRUE,SF Bay Area,Finance,100,11/10/2022,https://www.housingwire.com/articles/blend-reports-133-98-million-loss-in-q3-layoffs-of-100-positions/,665,Post-IPO,United States,0.06,,BLND,NYSE,FALSE
InfluxData,TRUE,SF Bay Area,Data,65,11/10/2022,Internal memo,119,Series D,United States,0.27,,,,
Coinbase,TRUE,SF Bay Area,Crypto,60,11/10/2022,https://www.theinformation.com/articles/coinbase-is-cutting-more-jobs,549,Post-IPO,United States,,,COIN,NASDAQ,FALSE
SoundHound,TRUE,SF Bay Area,Other,45,11/10/2022,https://techcrunch.com/2022/11/10/soundhound-layoffs/,326,Post-IPO,United States,0.1,,SOUN,NASDAQ,FALSE
Wistia,TRUE,Boston,Marketing,40,11/10/2022,https://www.linkedin.com/feed/update/urn:li:activity:6996584795774328832/,18,Unknown,United States,,,,,
Ocavu,TRUE,Lehi,Crypto,20,11/10/2022,https://www.sltrib.com/news/2022/11/10/company-partnering-with-byu-nft/,11,Series A,United States,0.48,,,,
Avast,TRUE,Phoenix,Security,,11/10/2022,https://cijeurope.com/en/gen-digital-to-lay-off-about-a-quarter-of-its-staff-in-czechia/post.html,,Unknown,United States,0.25,,,,
Reforge,TRUE,SF Bay Area,Education,,11/10/2022,https://www.linkedin.com/posts/bbalfour_today-i-made-the-difficult-decision-to-activity-6996635113606316033-aQuf/,81,Series B,United States,,,,,
SendCloud,FALSE,Eindhoven,Logistics,,11/10/2022,https://www.linkedin.com/posts/robvandenheuvel92_the-past-weeks-have-been-hard-on-our-team-activity-6996417331459457026-QXWF/,200,Series C,United States,0.1,,,,
Voly,FALSE,Sydney,Food,,11/10/2022,https://www.news.com.au/finance/business/retail/australian-grocery-delivery-startup-cuts-more-staff-after-18m-fundraise/news-story/694e7bdd0241e76b43a36a75e58a2287,13,Seed,Australia,,,,,
Wavely,TRUE,SF Bay Area,HR,,11/10/2022,https://www.wavely.com/talentresources/wavely-shutting-down,,Unknown,United States,1,,,,
ZenBusiness,TRUE,Austin,Other,,11/10/2022,https://www.bizjournals.com/austin/inno/stories/news/2022/11/10/layoffs-at-zenbusiness.html,277,Series C,United States,,,,,
Meta,TRUE,SF Bay Area,Consumer,11000,11/9/2022,https://www.cnbc.com/2022/11/09/meta-to-lay-off-more-than-11000-thousand-employees.html,26000,Post-IPO,United States,0.13,,META,NASDAQ,FALSE
Redfin,TRUE,Seattle,Real Estate,862,11/9/2022,https://www.businessinsider.com/redfin-layoffs-home-flipping-business-redfinnow-shut-down-2022-11,320,Post-IPO,United States,0.13,,RDFN,NASDAQ,FALSE
Flyhomes,TRUE,Seattle,Real Estate,300,11/9/2022,https://www.geekwire.com/2022/flyhomes-does-another-round-of-layoffs-as-housing-market-hurts-real-estate-tech-companies/,310,Series C,United States,0.4,,,,
AvantStay,TRUE,Los Angeles,Travel,144,11/9/2022,https://shorttermrentalz.com/news/avantstay-workforce-redundancies-round/,686,Private Equity,United States,0.22,,,,
Root Insurance,TRUE,Columbus,Finance,137,11/9/2022,https://www.dispatch.com/story/business/employment/2022/11/09/columbus-company-root-to-cut-20-of-its-workforce/69635184007/,527,Post-IPO,United States,0.2,,ROOT,NASDAQ,FALSE
Liftoff,TRUE,SF Bay Area,Marketing,130,11/9/2022,Internal memo,6,Acquired,United States,0.15,,,,
Cameo,TRUE,Chicago,Consumer,80,11/9/2022,https://www.theinformation.com/briefings/cameo-lays-off-staff-for-second-time-this-year,165,Unknown,United States,,,,,
Plum,FALSE,Bengaluru,Healthcare,36,11/9/2022,https://www.moneycontrol.com/news/business/announcements/tiger-global-backed-plum-insurance-lays-off-36-employees-9478371.html,20,Series A,India,0.1,,,,
Kabam,TRUE,SF Bay Area,Consumer,35,11/9/2022,https://techcrunch.com/2022/11/09/kabam-layoffs/,244,Acquired,United States,0.07,,,,
HighRadius,FALSE,Bengaluru,Finance,25,11/9/2022,https://www.newindianexpress.com/business/2022/nov/17/indian-employees-of-us-based-software-firm-highradius-furious-and-upset-over-manner-they-were-sacked-2519198.html,475,Series C,India,,,,,
Namogoo,FALSE,Tel Aviv,Marketing,25,11/9/2022,https://www.calcalistech.com/ctechnews/article/hjjawkyri,69,Series C,United States,0.15,,,,
Amobee,TRUE,SF Bay Area,Marketing,,11/9/2022,https://www.linkedin.com/feed/update/urn:li:activity:6996113373260054528/,72,Acquired,United States,,,,,
CloudFactory,FALSE,Nairobi,Data,,11/9/2022,https://time.com/6234014/tech-layoffs-twitter-amazon-global-workers/,78,Private Equity,Kenya,0.12,,,,
Coursera,TRUE,SF Bay Area,Education,,11/9/2022,https://blog.coursera.org/changes-to-the-coursera-team/,458,Post-IPO,United States,,,COUR,NYSE,FALSE
Faze Medicines,TRUE,Boston,Healthcare,,11/9/2022,https://www.bizjournals.com/boston/news/2022/11/09/faze-medicines-shutdown-third-rock-ventures.html,81,Series B,United States,1,,,,
RingCentral,TRUE,SF Bay Area,Other,,11/9/2022,https://www.barrons.com/articles/ringcentral-cuts-staff-earnings-51668030815,44,Post-IPO,United States,0.1,,RNG,NYSE,FALSE
Spotify,FALSE,Stockholm,Media,,11/9/2022,https://www.digitalmusicnews.com/2022/11/09/spotify-layoffs-november-2022/,2100,Post-IPO,Sweden,,,SPOT,NYSE,FALSE
EverBridge,TRUE,Boston,Other,200,11/8/2022,https://www.bizjournals.com/boston/news/2022/11/08/everbridge-to-lay-off-200-workers.html,476,Post-IPO,United States,,,EVBG,NASDAQ,FALSE
Repertoire Immune Medicines,TRUE,Boston,Healthcare,65,11/8/2022,https://www.bizjournals.com/boston/news/2022/11/07/repertoire-immune-medicines-layoffs-2022-biotech.html,257,Series B,United States,0.5,,,,
Astra,TRUE,SF Bay Area,Aerospace,,11/8/2022,https://www.linkedin.com/posts/chrisckemp_today-we-made-the-difficult-decision-to-activity-6995868932138033153-knfZ/,300,Post-IPO,United States,0.16,,ASTR,NASDAQ,FALSE
Beat,FALSE,Athens,Transportation,,11/8/2022,https://www.linkedin.com/posts/thebeatapp_hello-from-beat-we-would-like-to-share-activity-6995832143574622208--0fX/,6,Series B,Greece,,,,,
NanoString Technologies,TRUE,Seattle,Healthcare,,11/8/2022,https://www.genomeweb.com/business-news/nanostring-technologies-delivers-underwhelming-q3-lays-10-percent-workforce#.Y3MWTuzMK58,731,Post-IPO,United States,0.1,,NSTGQ,OTCMKTS,FALSE
SADA,TRUE,Los Angeles,Other,,11/8/2022,https://www.linkedin.com/posts/safoian_today-we-say-goodbye-to-11-of-our-sada-activity-6995835385201213440-MTMJ/,,Acquired,United States,0.11,,,,
Salesforce,TRUE,SF Bay Area,Sales,1000,11/7/2022,https://www.cnbc.com/2022/11/08/salesforce-cut-hundreds-of-employees-on-monday.html,65,Post-IPO,United States,0.01,,CRM,NYSE,FALSE
Unacademy,FALSE,Bengaluru,Education,350,11/7/2022,https://economictimes.indiatimes.com/tech/startups/unacademy-cuts-another-350-jobs-in-second-round-of-layoffs/articleshow/95361443.cms,838,Series H,India,0.1,,,,
Zendesk,TRUE,SF Bay Area,Support,350,11/7/2022,https://twitter.com/GergelyOrosz/status/1589676662593302528,85,Acquired,United States,0.05,,,,
Dock,FALSE,Sao Paulo,Finance,190,11/7/2022,https://www.infomoney.com.br/negocios/exclusivo-startup-dock-nao-passa-ilesa-e-faz-demissao-em-massa/,280,Private Equity,Brazil,0.12,,,,
Code42,TRUE,Minneapolis,Security,,11/7/2022,https://www.startribune.com/minneapolis-tech-firm-code42-lays-off-15-of-workforce/600222811/,137,Unknown,United States,0.15,,,,
Domino Data Lab,TRUE,SF Bay Area,Data,,11/7/2022,https://docs.google.com/spreadsheets/d/1YKzaAkolJv-rem3UidjYFKk6VW1FyITeTAJrc8z0_Xc/edit#gid=0,223,Series F,United States,0.25,,,,
Varonis,TRUE,New York City,Security,110,11/6/2022,https://www.calcalistech.com/ctechnews/article/hjfkkmrbo,30,Post-IPO,United States,0.05,,VRNS,NASDAQ,FALSE
Brainly,FALSE,Krakow,Education,25,11/6/2022,https://www.newindianexpress.com/lifestyle/tech/2022/nov/06/poland-based-ed-tech-platform-brainly-fires-nearly-all-staff-in-india-2515584.html,148,Series D,Poland,,,,,
Practically,FALSE,Hyderabad,Education,,11/6/2022,https://www.moneycontrol.com/news/business/startup/k-12-edtech-firm-practically-lays-off-staffers-holds-salaries-citing-funds-crunch-9457711.html,14,Unknown,India,,,,,
Twitter,TRUE,SF Bay Area,Consumer,3700,11/4/2022,https://www.nytimes.com/2022/11/04/technology/elon-musk-twitter-layoffs.html,12900,Post-IPO,United States,0.5,,TWTR,NYSE,TRUE
Udaan,FALSE,Bengaluru,Retail,350,11/4/2022,https://inc42.com/buzz/udaan-fires-350-employees-in-second-wave-of-layoffs-this-year/,1500,Unknown,India,,,,,
Planetly,FALSE,Berlin,Other,200,11/4/2022,https://www.axios.com/pro/climate-deals/2022/11/04/planetly-shuts-down-layoffs-carbon-accounting,5,Acquired,Germany,1,,,,
KoinWorks,FALSE,Jakarta,Finance,70,11/4/2022,https://www.techinasia.com/koinworks-layoff-2022,180,Unknown,Indonesia,0.08,,,,
Exodus,TRUE,Nebraska City,Crypto,59,11/4/2022,https://www.exodus.com/news/exodus-restructure/,60,Unknown,United States,0.22,,,,
Benitago Group,TRUE,New York City,Retail,,11/4/2022,https://techcrunch.com/2022/11/04/benitago-group-lay-off-employees/,380,Series A,United States,0.14,,,,
Mythical Games,TRUE,Los Angeles,Crypto,,11/4/2022,https://www.bloomberg.com/news/articles/2022-11-04/blockchain-game-studio-mythical-games-cuts-10-of-staff,260,Series C,United States,0.1,,,,
Stripe,TRUE,SF Bay Area,Finance,1000,11/3/2022,https://www.bloomberg.com/news/articles/2022-11-03/stripe-cutting-headcount-by-14-as-it-readies-for-leaner-times,2300,Series H,United States,0.14,,,,
Lyft,TRUE,SF Bay Area,Transportation,700,11/3/2022,https://www.wsj.com/articles/lyft-plans-to-lay-off-hundreds-of-staffers-11667490092,4900,Post-IPO,United States,0.13,,LYFT,NASDAQ,FALSE
LendingTree,TRUE,Charlotte,Finance,200,11/3/2022,https://investors.lendingtree.com/static-files/b06a0e39-53f1-480a-867f-230222a6a84c,,Post-IPO,United States,,,TREE,NASDAQ,FALSE
Pleo,FALSE,Copenhagen,Finance,150,11/3/2022,https://www.finextra.com/newsarticle/41262/danish-fintech-pleo-cuts-workforce-by-15,428,Series C,United States,0.15,,,,
Delivery Hero,FALSE,Berlin,Food,100,11/3/2022,https://mobile.twitter.com/GergelyOrosz/status/1588220445039497222,8300,Post-IPO,Germany,,,DHER.DE,XETRA,FALSE
Shippo,TRUE,SF Bay Area,Logistics,60,11/3/2022,https://www.linkedin.com/posts/laurabehrenswu_today-we-made-the-difficult-decision-to-exit-activity-6994028038543851520-M9iZ/,154,Series E,United States,0.2,,,,
Affirm,TRUE,SF Bay Area,Finance,,11/3/2022,https://www.theinformation.com/briefings/e-commerce-layoff-tally-mounts-with-faire-affirm-cuts,1500,Post-IPO,United States,0.01,,AFRM,NASDAQ,FALSE
CloudKitchens,TRUE,Los Angeles,Real Estate,,11/3/2022,https://www.businessinsider.com/travis-kalanick-cloudkitchens-startup-is-cutting-jobs-2022-11,1300,Unknown,United States,,,,,
LiveRamp,TRUE,SF Bay Area,Marketing,,11/3/2022,https://www.marketscreener.com/quote/stock/LIVERAMP-HOLDINGS-INC-54039111/news/LIVERAMP-HOLDINGS-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-42212180/,16,Post-IPO,United States,0.1,,RAMP,NYSE,FALSE
Provi,TRUE,Chicago,Food,,11/3/2022,https://www.chicagobusiness.com/technology/alcohol-ordering-startup-provi-sets-layoffs,150,Series C,United States,,,,,
